SRC,DST,W
0,1378,0.00614784825311141
0,1544,0.01264422317053896
0,6092,0.006281134936105695
0,7636,0.006335282651072124
0,14442,0.006356470887363335
1,2943,0.0005887069960296505
1,8359,0.0005887069960296505
1,10199,0.0005887069960296505
2,10471,0.0005887069960296505
2,11485,0.0005887069960296505
2,15572,0.0005887069960296505
3,8249,0.0005887069960296505
4,14044,0.0005887069960296505
5,1312,0.0005887069960296505
5,12968,0.0005887069960296505
6,767,0.034899075646104505
6,2128,0.005999848105111263
6,2216,0.03439972480220158
6,3150,0.028265107212475632
6,3509,0.00631578947368421
6,4464,0.04491228070175438
6,6572,0.02617655249234196
6,6697,0.056575547395620825
6,7296,0.019298245614035085
6,7335,0.02789023841655421
6,7691,0.0005887069960296505
6,8661,0.006251260334744908
6,8981,0.05353126405757984
6,9232,0.012426900584795321
6,10265,0.018379281537176276
6,12098,0.0005887069960296505
6,13655,0.01988304093567252
6,13656,0.027290448343079917
6,16720,0.0005887069960296505
6,17284,0.006379585326953748
6,18121,0.0005887069960296505
6,18614,0.012370670265407108
7,1568,0.0005887069960296505
7,1588,0.0005887069960296505
7,2019,0.0005887069960296505
7,2343,0.0005887069960296505
7,4058,0.0005887069960296505
7,5564,0.0005887069960296505
7,6242,0.0005887069960296505
7,8335,0.0005887069960296505
7,10243,0.0005887069960296505
7,14688,0.0005887069960296505
7,14754,0.0005887069960296505
7,14843,0.0005887069960296505
7,15577,0.0005887069960296505
7,17354,0.0005887069960296505
7,17955,0.0005887069960296505
7,18425,0.0005887069960296505
7,19376,0.0005887069960296505
8,3157,0.0005887069960296505
9,221,0.0005887069960296505
9,1456,0.0005887069960296505
9,7875,0.0005887069960296505
9,7956,0.0005887069960296505
9,8915,0.0005887069960296505
9,11186,0.0005887069960296505
9,12664,0.0005887069960296505
9,16622,0.0005887069960296505
9,19447,0.0005887069960296505
10,3224,0.0005887069960296505
10,3287,0.0005887069960296505
10,5579,0.0005887069960296505
10,6631,0.0005887069960296505
10,12126,0.0005887069960296505
10,14471,0.0005887069960296505
11,18813,0.0005887069960296505
12,389,0.006911217437533226
12,863,0.0005887069960296505
12,1048,0.006911217437533226
12,2617,0.0005887069960296505
12,9366,0.012511899904800759
12,10962,0.0005887069960296505
12,12111,0.0005887069960296505
12,12597,0.0005887069960296505
12,17889,0.0005887069960296505
12,19494,0.0005887069960296505
13,13940,0.0005887069960296505
14,2501,0.0005887069960296505
15,4442,0.006578947368421052
15,7267,0.015594541910331385
15,11752,0.020242914979757085
15,13441,0.006432748538011696
15,17788,0.006747638326585695
15,18178,0.013157894736842105
16,799,0.0005887069960296505
16,2658,0.0005887069960296505
16,4032,0.0005887069960296505
16,4102,0.0005887069960296505
16,4509,0.0005887069960296505
16,5079,0.0005887069960296505
16,7980,0.0005887069960296505
16,8412,0.0005887069960296505
16,8806,0.006182121971595655
16,9505,0.0005887069960296505
16,10133,0.0005887069960296505
16,10175,0.0005887069960296505
16,10712,0.0005887069960296505
16,10969,0.0005887069960296505
16,11658,0.0005887069960296505
16,11765,0.0005887069960296505
16,11993,0.0005887069960296505
16,13054,0.0005887069960296505
16,14010,0.0005887069960296505
16,15057,0.0005887069960296505
